"","Ticker","Company","Market_capital","Market_share","Sector","Analyst_advice","News_Sentiment","News_Score","Media_Buzz","Media_Score","HedgeFund_Sentiment","HedgeFund_Score","Investor_Sentiment","Investor_Score"
"567","FE","FirstEnergy",25767479300,"Large","Utilities","Moderate Buy","Hold",0.5,"ModerateSell",0.2,"Negative",0.0174,"Hold",0.44
"568","PH","Parker Hannifin",25537557400,"Large","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.7,"ModerateSell",0.39
"569","MITEF","Mitsubishi Estate Company",25492064000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"570","CHBJF","China CITIC Bank",25446148000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"571","WLTW","Willis Group",25256880100,"Large","Financial","Strong Buy","StrongBuy",1,"ModerateSell",0.2,"Negative",0.1212,"Hold",0.5
"572","DLR","Digital Realty",25244684000,"Large","Financial","Moderate Buy","Hold",0.5,"ModerateSell",0.3333,"Negative",0.0159,"ModerateBuy",0.66
"573","HENKY","Henkel AG",25220898600,"Large","Consumer Goods",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"574","ALXN","Alexion Pharmaceuticals",25213896500,"Large","Healthcare","Strong Buy","Hold",0.5,"Hold",0.41375,"Positive",0.9878,"StrongBuy",0.82
"575","LZAGY","Lonza Group",25191735700,"Large","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"576","RCL","Royal Caribbean",25159912600,"Large","Services","Strong Buy","StrongBuy",1,"ModerateSell",0.32405,"Negative",0.1634,"Hold",0.48
"577","SPOT","Spotify Technology SA",25090795700,"Large","Technology","Moderate Buy","Hold",0.5,"Hold",0.40815,"Positive",0.8554,"Hold",0.44
"578","MITEY","Mitsubishi Estate",25081784000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"579","LNGPF","Longfor Group Holdings",25062559800,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"580","MPLX","MPLX",25030214000,"Large","Materials","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"StrongBuy",0.82
"581","GASNY","Naturgy Energy Group SA",25028167200,"Large","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"582","CNC","Centene",25022244100,"Large","Services","Strong Buy","Hold",0.5,"StrongSell",0.06665,"Negative",0.0838,"ModerateBuy",0.76
"583","A","Agilent",24995730400,"Large","Healthcare","Moderate Buy","StrongBuy",1,"ModerateSell",0.2,"Negative",0.2385,"Hold",0.47
"584","O","Realty Income",24974483300,"Large","Financial","Moderate Buy","Hold",0.5,"ModerateSell",0.25,"Negative",0.2953,"StrongSell",0.08
"585","CHKGF","CK Asset Holdings",24967384000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"586","SCGLY","Societe Generale",24913155300,"Large","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"587","ASAZY","Assa Abloy",24888297500,"Large","Industrial Goods",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"588","HLDVF","Henderson Land Development Co",24797599600,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"589","EIX","Edison International",24779329100,"Large","Utilities","Moderate Buy","Hold",0.5,"ModerateSell",0.2857,"Negative",0.0483,"Hold",0.41
"590","KYOCY","Kyocera",24728940000,"Large","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"591","RCI","Rogers Communication",24667134300,"Large","Technology","Moderate Buy","Hold",0.5,"Hold",0.4,"Negative",0.2712,"Hold",0.49
"592","PPL","PPL",24604813000,"Large","Utilities","Moderate Buy","StrongBuy",1,"ModerateSell",0.2,"Positive",0.9245,"ModerateSell",0.35
"593","SGTZY","Surgutneftegas OAO",24579488000,"Large","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"594","MTSFY","Mitsui Fudosan",24577241200,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"595","NSANF","Nissan Motor Co",24496131200,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"596","FANDF","FirstRand",24399585000,"Large","Financial","Moderate Sell","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"597","HDALF","Haidilao International Holding",2.438e+10,"Large","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"598","OAOFY","TATNEFT PJSC",24379709200,"Large","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"599","S","Sprint",24312611200,"Large","Technology","Hold","Hold",0.5,"StrongSell",0.1975,"Negative",0.1925,"ModerateBuy",0.69
"600","FTV","Fortive",24234974700,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0,"Positive",0.7518,"Hold",0.52
"601","VLVLY","Volvo AB",24211814400,"Large","Industrial Goods",NA,"Hold",0.5,"ModerateSell",0.25,"Neutral",0.5,"Hold",0.5
"602","EQUEY","Equatorial Energia SA",24193811000,"Large","Utilities","Hold","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"603","SYF","Synchrony Financial",24174080100,"Large","Financial","Strong Buy","StrongBuy",1,"ModerateSell",0.27775,"Negative",0.05,"ModerateBuy",0.61
"604","VRSK","Verisk Analytics",24167547600,"Large","Financial","Hold","Hold",0.5,"ModerateSell",0.3333,"Neutral",0.4473,"Hold",0.46
"605","NSANY","Nissan",24104819200,"Large","Consumer Goods","Moderate Sell","StrongSell",0,"Hold",0.4615,"Neutral",0.5,"Hold",0.46
"606","MTSFF","Mitsui Fudosan Co",24011149800,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"607","DTE","DTE Energy",24001598700,"Large","Utilities","Moderate Buy","Hold",0.5,"ModerateSell",0.3636,"Negative",0.3035,"Hold",0.48
"608","TWTR","Twitter",23997194900,"Large","Technology","Hold","ModerateSell",0.3333,"ModerateSell",0.36435,"Positive",0.8752,"StrongBuy",0.88
"609","SWK","Stanley Black & Decker",23978372900,"Large","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.1809,"Hold",0.51
"610","APTV","Aptiv",23966437400,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.2857,"Negative",0.2651,"Hold",0.5
"611","ADM","Archer Daniels Midland",23898530000,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0.1333,"Positive",0.9874,"ModerateSell",0.24
"612","WCN","Waste Connections",23875952300,"Large","Materials","Strong Buy","Hold",0.5,"StrongSell",0,"Negative",0.2764,"Hold",0.52
"613","HRL","Hormel Foods",23777684100,"Large","Consumer Goods","Moderate Sell","StrongBuy",1,"ModerateBuy",0.66665,"Negative",0.2324,"Hold",0.55
"614","KYOCF","Kyocera",23688751600,"Large","Technology",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,NA,NA
"615","BAESF","BAE Systems",23667214000,"Large","Consumer Goods",NA,"Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.5
"616","OTSKY","Otsuka Holdings Co",23588745000,"Large","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"617","UAL","United Continental",23482483200,"Large","Industrial Goods","Moderate Buy","StrongBuy",1,"ModerateSell",0.25,"Negative",0.299,"ModerateBuy",0.74
"618","SVTMF","SM Investments",23402074900,"Large","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"619","XLNX","Xilinx",23331108300,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.23525,"Negative",0.0812,"Hold",0.51
"620","MLYNF","Malayan Banking Bhd",23269698000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"621","ETR","Entergy",23173481800,"Large","Utilities","Moderate Buy","StrongBuy",1,"ModerateSell",0.2,"Negative",0.2705,"Hold",0.5
"622","REPYY","Repsol",23155972200,"Large","Materials","Moderate Buy","Hold",0.5,"StrongSell",0.1818,"Neutral",0.5,"Hold",0.48
"623","PDD","Pinduoduo",23142632800,"Large","Services","Strong Buy","Hold",0.5,"StrongSell",0.0727,"Positive",0.9188,"Hold",0.49
"624","FCAU","Fiat Chrysler Automobiles",23118855000,"Large","Consumer Goods","Moderate Buy","StrongSell",0,"ModerateSell",0.3636,"Negative",0.0772,"Hold",0.54
"625","OTSKF","Otsuka Holdings Co",23079096300,"Large","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"626","SPLK","Splunk",23030614800,"Large","Technology","Strong Buy","StrongBuy",1,"ModerateSell",0.21735,"Negative",0.1797,"Hold",0.51
"627","ADYYF","Adyen",22998976000,"Large","Technology","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"628","UNLRF","PT Unilever Indonesia Tbk",22966300000,"Large","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"629","PPERY","PT Bank Mandiri (Persero) Tbk",22749967500,"Large","Financial",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"630","SDVKY","Sandvik AB",22729474300,"Large","Industrial Goods",NA,"StrongBuy",1,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"631","TU","Telus",22725500000,"Large","Technology","Moderate Buy","Hold",0.5,"ModerateSell",0.2857,"Neutral",0.5,"Hold",0.5
"632","NTRS","Northern",22722225700,"Large","Financial","Moderate Sell","Hold",0.5,NA,NA,"Negative",0.2701,"Hold",0.48
"633","AME","Ametek",22632992900,"Large","Industrial Goods","Strong Buy","StrongBuy",1,"ModerateSell",0.32,"Negative",0.1482,"Hold",0.5
"634","ROK","Rockwell Automation",22628724500,"Large","Industrial Goods","Hold","StrongBuy",1,"StrongSell",0.04545,"Positive",0.9291,"Hold",0.55
"635","CMG","Chipotle",22622906400,"Large","Services","Moderate Buy","StrongBuy",1,"ModerateSell",0.32835,"Negative",0.1868,"Hold",0.5
"636","MCHP","Microchip",22592980100,"Large","Consumer Goods","Strong Buy","Hold",0.5,"ModerateSell",0.2857,"Positive",0.7136,"Hold",0.52
"637","RDSMY","Koninklijke DSM",22523321900,"Large","Services",NA,"Hold",0.5,"Hold",0.4444,"Neutral",0.5,"Hold",0.5
"638","MKC","McCormick & Company",22495356000,"Large","Consumer Goods","Hold","StrongBuy",1,"Hold",0.48,"Negative",0.0305,"Hold",0.55
"639","CERN","Cerner",22486204200,"Large","Technology","Moderate Buy","Hold",0.5,"ModerateSell",0.25,"Positive",0.7822,"Hold",0.54
"640","CSGP","CoStar Group",22452126100,"Large","Technology","Strong Buy","Hold",0.5,NA,NA,"Negative",0.2627,"Hold",0.44
"641","HVRRY","Hannover Rueck SE",22444854300,"Large","Financial","Hold","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"642","VRSN","Verisign",22394592700,"Large","Technology","Hold","Hold",0.5,NA,NA,"Positive",0.6215,"ModerateSell",0.33
"643","GIB","CGI Group",22344540100,"Large","Technology","Strong Buy","Hold",0.5,NA,NA,"Positive",0.6207,"Hold",0.48
"644","GLW","Corning",22334954400,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"Hold",0.4,"Positive",0.7441,"Hold",0.56
"645","CGHOF","China Gas Holdings",22309344000,"Large","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"646","HIG","Hartford Financial",22295643100,"Large","Financial","Strong Buy","StrongBuy",1,"ModerateSell",0.3125,"Positive",0.7417,"Hold",0.52
"647","CIIHF","CITIC Securities Co",22295096000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"648","PANW","Palo Alto Networks",22257789500,"Large","Consumer Goods","Moderate Buy","Hold",0.6,"ModerateBuy",0.71425,"Positive",0.9538,"ModerateSell",0.38
"649","K","Kellogg",22212041300,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0.125,"Negative",0.0349,"Hold",0.46
"650","FOXA","Fox",22195695600,"Large",NA,"Moderate Sell","Hold",0.5,"ModerateSell",0.25,"Positive",0.8655,"Hold",0.54
"651","ASBRF","Asahi Group Holdings",22193927600,"Large","Consumer Goods",NA,"Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"652","KMTUY","Komatsu",22126988100,"Large","Industrial Goods","Moderate Buy","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"653","AGPPF","Anglo American Platinum",22097116800,"Large","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"654","VEEV","Veeva Systems",22084010500,"Large","Technology","Moderate Buy","StrongBuy",1,"Hold",0.47615,"Negative",0.3919,"Hold",0.5
"655","ETTYF","Essity AB",22040366200,"Large","Consumer Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"656","FMS","Fresenius Medical Care",22004373600,"Large","Services","Hold","Hold",0.5,"ModerateSell",0.2222,"Neutral",0.5,"Hold",0.46
"657","WY","Weyerhaeuser",21989140400,"Large","Financial","Moderate Buy","Hold",0.5,"ModerateSell",0.2222,"Positive",0.6428,"Hold",0.4
"658","MSCI","MSCI",21955207300,"Large","Services","Moderate Buy","ModerateBuy",0.6666,"Hold",0.46665,"Negative",0.2922,"Hold",0.42
"659","KR","Kroger Company",21916318100,"Large","Services","Moderate Buy","Hold",0.5,"ModerateSell",0.3146,"Negative",0.037,"Hold",0.45
"660","AWK","American Water",21879319300,"Large","Utilities","Moderate Buy","StrongBuy",1,"StrongSell",0.16215,"Positive",0.9282,"Hold",0.44
"661","PCRFY","Panasonic",21858898200,"Large","Consumer Goods","Moderate Buy","StrongSell",0,"ModerateBuy",0.6734,"Neutral",0.5,"Hold",0.48
"662","ALGN","Align Tech",21857997400,"Large","Healthcare","Strong Buy","Hold",0.5,"Hold",0.4615,"Negative",0.2354,"Hold",0.45
"663","LKREF","Link Real Estate Investment",21848343400,"Large","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"664","CODYY","Compagnie de Saint-Gobain SA",21839271300,"Large","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"665","WIT","Wipro",21814739100,"Large","Technology","Moderate Sell","Hold",0.5,NA,NA,"Negative",0.3025,"Hold",0.51
"666","ANSS","Ansys",21796701300,"Large","Technology","Moderate Buy","Hold",0.5,"ModerateSell",0.3529,"Negative",0.1337,"Hold",0.54
"667","DWAHF","Daiwa House Industry Co",21780807200,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"668","STM","Stmicroelectronics",21774156300,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.56
"669","ANGPY","Anglo American Platinum",21765808800,"Large","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"670","WOPEY","Woodside",21750455700,"Large","Materials","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"671","MTB","M&T Bank",21742549900,"Large","Financial","Hold","Hold",0.5,"Hold",0.4615,"Negative",0.2396,"Hold",0.54
"672","VTR","Ventas",21734236200,"Large","Financial","Hold","Hold",0.5,"StrongSell",0.16665,"Neutral",0.5006,"ModerateBuy",0.64
"673","PUGOY","Peugeot",21718834700,"Large","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"674","FOX","Fox",21711561300,"Large",NA,"Strong Sell","Hold",0.5,"ModerateSell",0.2162,"Negative",0.164,"Hold",0.48
"675","LGGNY","Legal & General",21701928000,"Large","Financial",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.48
"676","LBRDK","Liberty Broadband",21693529000,"Large",NA,"Moderate Buy","Hold",0.5,"StrongSell",0.1818,"Neutral",0.5,"Hold",0.5
"677","DLTR","Dollar Tree",21641722500,"Large","Services","Moderate Buy","StrongSell",0,"ModerateBuy",0.74995,"Negative",0.1333,"ModerateBuy",0.72
"678","BLL","Ball",21610207800,"Large","Consumer Goods","Moderate Buy","StrongBuy",1,"ModerateSell",0.36825,"Negative",0.2861,"Hold",0.4
"679","PCRFF","Panasonic",21606949300,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"680","AVIFY","Advanced Info Service PCL",21585286800,"Large","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"681","IDXX","Idexx Laboratories",21581287100,"Large","Healthcare","Strong Buy","Hold",0.5,NA,NA,"Negative",0.3431,"Hold",0.56
"682","MGDDF","Compagnie Générale des Établissements Michelin",21555142400,"Large","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"683","RMD","Resmed",21510385600,"Large","Healthcare","Hold","StrongBuy",1,"StrongSell",0.1935,"Neutral",0.5,"Hold",0.48
"684","LBRDA","Liberty Broadband",21479298800,"Large","Technology","Moderate Buy","Hold",0.5,"Hold",0.5,"Negative",0.3715,"Hold",0.5
"685","FITB","Fifth Third Bancorp",21424846700,"Large","Financial","Moderate Buy","StrongBuy",1,"Hold",0.4615,"Positive",0.9533,"Hold",0.5
"686","BXP","Boston Properties",21421331900,"Large","Financial","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.0166,"Hold",0.53
"687","PBLOF","Public Bank Bhd",21390591400,"Large","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"688","SNAP","Snap",21349542500,"Large","Technology","Moderate Buy","StrongBuy",1,"Hold",0.4583,"Positive",0.9931,"ModerateBuy",0.72
"689","ESALY","Eisai Co",21299294500,"Large","Healthcare","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"690","BBY","Best Buy Co",21254526700,"Large","Services","Moderate Buy","StrongBuy",0.96,"StrongBuy",1,"Negative",0.0813,"ModerateBuy",0.64
"691","SNPS","Synopsys",21196478500,"Large","Consumer Goods","Strong Buy","StrongBuy",1,"Hold",0.41665,"Negative",0.0537,"Hold",0.56
"692","PXD","Pioneer Natural",21176312500,"Large","Materials","Strong Buy","StrongBuy",1,"Hold",0.47615,"Positive",0.9711,"ModerateSell",0.36
"693","IX","Orix",21069981800,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"694","IMBBY","Imperial Brands",20909031400,"Large","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"ModerateBuy",0.63
"695","AMP","Ameriprise Financial",20761673500,"Large","Financial","Moderate Buy","Hold",0.5,"StrongSell",0.16665,"Negative",0.115,"Hold",0.5
"696","DXCM","Dexcom",20727489700,"Large","Healthcare","Strong Buy","StrongBuy",1,"ModerateSell",0.22055,"Positive",0.9196,"Hold",0.53
"697","CPRT","Copart",20688406000,"Large","Services","Moderate Buy","Hold",0.5,"ModerateSell",0.23525,"Neutral",0.4457,"Hold",0.59
"698","FOJCY","Fortum OYJ",20652835500,"Large","Utilities",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"699","GMBXF","Grupo Mexico",20630250000,"Large","Materials","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"700","ESS","Essex Property",20629478800,"Large","Financial","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.0121,"Hold",0.5
"701","SGEN","Seattle Genetics",20626305100,"Large","Healthcare","Moderate Buy","StrongSell",0,"ModerateSell",0.2,"Negative",0.1568,"ModerateBuy",0.61
"702","ESALF","Eisai Co",20602252700,"Large","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"703","SBGOF","Standard Bank Group",20536787700,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"704","ORXCF","ORIX",20508640000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"705","HPE","Hewlett Packard Enterprise",20484020000,"Large","Consumer Goods","Hold","Hold",0.5,"StrongSell",0,"Negative",0.3088,"ModerateSell",0.32
"706","SZKMF","Suzuki Motor",20469478300,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"707","AVVIY","Aviva",20465199200,"Large","Financial",NA,"Hold",0.5,"ModerateSell",0.25,"Neutral",0.5,"Hold",0.5
"708","DHI","DR Horton",20396087600,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0.1449,"Negative",0.0694,"Hold",0.51
"709","FSUMF","Fortescue Metals Group",20393465900,"Large","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"710","SZHIF","Shenzhou International Group Holdings",20381408400,"Large","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"711","ZM","Zoom Video Communications",20379624000,"Large","Technology","Moderate Buy","Hold",0.5,"Hold",0.42855,"Negative",0.2287,"Hold",0.44
"712","FAST","Fastenal Company",20371679000,"Large","Services","Hold","StrongBuy",1,"ModerateSell",0.3466,"Positive",0.9977,"Hold",0.4
"713","INCY","Incyte",20281781500,"Large","Healthcare","Moderate Buy","StrongBuy",1,"ModerateSell",0.3478,"Negative",0.1957,"ModerateBuy",0.71
"714","AKZOY","Akzo Nobel",20273040200,"Large","Consumer Goods",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"715","FUJHF","SUBARU",20266973300,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"716","ESSYY","Essity Aktiebolag AB",20107936800,"Large","Consumer Goods",NA,"Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.5
"717","FUJHY","Subaru",20085185300,"Large","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"718","FSUGY","Fortescue Metals Group",20083164100,"Large","Materials","Moderate Sell","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.47
"719","KEYS","Keysight Technologies",20076473300,"Large","Consumer Goods","Strong Buy","StrongBuy",1,"ModerateSell",0.3367,"Negative",0.1242,"Hold",0.5
"720","KUBTF","Kubota",19823862500,"Large","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"721","ROKU","Roku",19814675700,"Large","Consumer Goods","Moderate Buy","StrongBuy",1,"ModerateSell",0.24485,"Negative",0.2428,"ModerateBuy",0.6
"722","CGHLY","China Gas Holdings",19784566800,"Large","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"723","HXGBY","Hexagon AB",19773761000,"Large","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.49
"724","MTCH","Match Group",19732356100,"Large","Technology","Moderate Buy","Hold",0.5,"ModerateSell",0.3141,"Positive",0.9078,"Hold",0.5
"725","CDNS","Cadence Design",19711658200,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.2105,"Negative",0.2487,"Hold",0.52
"726","KNBWY","Kirin Holdings Co",19687002000,"Large","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"727","KHNGY","Kuehne + Nagel International AG",19666408000,"Large","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"728","FMX","Fomento Economico Mexicano",19651609700,"Large","Consumer Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.4345,"Hold",0.52
"729","SPHXF","SM Prime Holdings",19637856000,"Large","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"730","NOK","Nokia",19611480000,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0.1538,"Positive",0.944,"ModerateSell",0.33
"731","FERGY","Ferguson",19559017500,"Large","Services",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"732","SNN","Smith & Nephew Snats",19552515300,"Large","Healthcare","Moderate Buy","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.47
"733","CTVA","Corteva",19473394000,"Large","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.42
"734","CDW","CDW",19404119000,"Large","Technology","Hold","StrongBuy",1,"ModerateSell",0.31575,"Positive",0.8202,"Hold",0.52
"735","LBLCF","Loblaw Companies",19349596300,"Large","Services","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"736","PTAIF","PT Astra International Tbk",19310677200,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
